Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
1857,Providence College,3.06,Masters,Providence,M,1,1,1,0,Data Scientist,08/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.83,0
1858,Providence College,3.08,Masters,Providence,M,N/A,1,1,1,Data Scientist,10/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,6.99,0
1859,Providence College,2.56,Phd,Providence,N/A,N/A,1,0,1,Data Scientist,06/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,1.38,0
1860,Providence College,2.43,Phd,Providence,F,1,0,0,2,Data Scientist,09/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,9.24,1
1861,Providence College,2.58,Phd,Providence,M,1,1,1,3,Data Scientist,01/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
1862,Providence College,3.11,Phd,Providence,F,1,1,0,2,Data Scientist,08/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,3.32,0
1863,Providence College,2.06,Masters,Providence,M,1,1,1,2,Data Scientist,10/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,2.43,1
1864,Providence College,3.81,Bachelors,Providence,M,0,1,N/A,2,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,9.0,1
1865,Providence College,2.31,Bachelors,Providence,N/A,0,0,1,1,Data Scientist,02/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.89,0
1866,Providence College,2.44,Bachelors,Providence,F,N/A,0,0,0,Data Scientist,05/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,4.6,0
1867,Providence College,3.04,Bachelors,Providence,F,N/A,1,0,4,Data Scientist,03/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,6.61,0
1868,Providence College,3.42,Phd,Providence,N/A,0,1,1,1,Data Scientist,02/19,04/19,N/A,N/A,N/A,N/A,N/A,N/A,4.3,0
1869,Providence College,2.19,Masters,Providence,N/A,N/A,1,1,4,Data Scientist,06/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,5.81,0
1870,Providence College,2.64,Masters,Providence,F,1,1,0,4,Data Scientist,12/15,07/16,N/A,N/A,N/A,N/A,N/A,N/A,1.78,1
1871,Providence College,3.94,Masters,Providence,M,N/A,1,0,3,Data Scientist,04/19,08/19,N/A,N/A,N/A,N/A,N/A,N/A,3.96,1
1872,Providence College,2.52,Phd,Providence,M,N/A,1,0,2,Data Scientist,01/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,2.94,0
1873,Providence College,2.63,Masters,Providence,F,N/A,1,N/A,3,Data Scientist,06/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.25,0
1874,Providence College,3.67,Phd,Providence,M,0,0,N/A,2,Data Scientist,01/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,9.64,0
1875,Providence College,2.1,Masters,Providence,N/A,0,1,1,1,Data Scientist,06/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,6.53,0
1876,Providence College,2.93,Bachelors,Providence,N/A,N/A,0,1,4,Data Scientist,12/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A,4.46,0
1877,Providence College,2.76,Phd,Providence,N/A,1,0,N/A,3,Data Scientist,01/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,6.22,0
1878,Providence College,2.63,Masters,Providence,F,N/A,1,N/A,1,Data Scientist,10/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,4.22,0
1879,Providence College,2.57,Bachelors,Providence,F,0,0,1,1,Data Scientist,07/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,4.14,1
1880,Providence College,2.18,Bachelors,Providence,F,1,0,N/A,2,Data Scientist,08/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,1.39,0
1881,Providence College,2.63,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,08/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,0.87,1
1882,Providence College,2.09,Phd,Providence,F,0,1,0,2,Data Scientist,02/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,3.78,0
1883,Providence College,3.56,Phd,Providence,F,1,0,1,2,Data Scientist,01/16,09/16,N/A,N/A,N/A,N/A,N/A,N/A,4.86,1
1884,Providence College,2.8,Masters,Providence,N/A,N/A,0,N/A,1,Data Scientist,06/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,3.78,0
1885,Providence College,2.89,Bachelors,Providence,M,0,1,N/A,2,Data Scientist,07/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,2.23,0
1886,Providence College,3.79,Masters,Providence,M,1,1,N/A,0,Data Scientist,04/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,6.72,0
1887,Providence College,3.32,Masters,Providence,N/A,N/A,0,1,4,Data Scientist,04/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,1.76,0
1888,Providence College,2.02,Bachelors,Providence,M,1,1,N/A,2,Data Scientist,10/15,12/15,N/A,N/A,N/A,N/A,N/A,N/A,6.91,0
1889,Providence College,3.89,Masters,Providence,F,1,1,1,2,Data Scientist,02/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,0.93,0
1890,Providence College,2.47,Phd,Providence,M,1,0,0,3,Data Scientist,07/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.76,0
1891,Providence College,2.22,Masters,Providence,N/A,0,0,0,4,Data Scientist,09/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.83,0
1892,Providence College,3.54,Bachelors,Providence,M,N/A,0,N/A,4,Data Scientist,03/19,07/19,N/A,N/A,N/A,N/A,N/A,N/A,1.2,1
1893,Providence College,3.0,Phd,Providence,N/A,1,1,1,2,Data Scientist,09/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,6.73,0
1894,Providence College,2.87,Phd,Providence,F,1,0,1,0,Data Scientist,07/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.09,0
1895,Providence College,2.5,Masters,Providence,F,1,0,N/A,3,Data Scientist,05/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,6.46,1
1896,Providence College,3.09,Masters,Providence,N/A,0,1,1,0,Data Scientist,01/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,7.43,0
1897,Providence College,2.55,Phd,Providence,F,1,1,N/A,2,Data Scientist,07/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,5.85,0
1898,Providence College,3.8,Masters,Providence,F,0,1,N/A,4,Data Scientist,08/18,08/20,N/A,N/A,N/A,N/A,N/A,N/A,2.74,1
1899,Providence College,2.43,Bachelors,Providence,M,0,1,0,4,Data Scientist,03/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,8.16,1
1900,Providence College,3.77,Masters,Providence,F,1,0,N/A,0,Data Scientist,11/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,2.48,1
1901,Providence College,3.12,Masters,Providence,N/A,1,0,1,1,Data Scientist,04/16,03/18,N/A,N/A,N/A,N/A,N/A,N/A,6.84,0
1902,Providence College,3.66,Phd,Providence,F,0,0,N/A,2,Data Scientist,09/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,0.75,0
1903,Providence College,3.43,Masters,Providence,M,0,1,0,4,Data Scientist,07/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,5.27,0
1904,Providence College,3.39,Masters,Providence,N/A,1,0,0,1,Data Scientist,01/18,07/18,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0
1905,Providence College,2.65,Masters,Providence,F,0,1,1,4,Data Scientist,11/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,8.62,0
1906,Providence College,2.47,Bachelors,Providence,F,0,1,N/A,4,Data Scientist,08/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,9.77,1
1907,Providence College,2.42,Masters,Providence,F,1,1,1,1,Data Scientist,10/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,0.75,0
1908,Providence College,3.71,Bachelors,Providence,N/A,1,0,1,0,Data Scientist,10/15,05/17,N/A,N/A,N/A,N/A,N/A,N/A,3.86,0
1909,Providence College,3.64,Bachelors,Providence,M,N/A,1,N/A,2,Data Scientist,05/16,03/17,N/A,N/A,N/A,N/A,N/A,N/A,8.63,1
1910,Providence College,2.88,Bachelors,Providence,N/A,1,0,0,1,Data Scientist,03/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A,4.73,0
1911,Providence College,2.26,Bachelors,Providence,N/A,1,0,1,1,Data Scientist,07/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,7.66,0
1912,Providence College,2.76,Phd,Providence,M,1,0,1,4,Data Scientist,02/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,0.23,1
1913,Providence College,3.24,Bachelors,Providence,N/A,N/A,1,0,1,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,5.72,0
1914,Providence College,2.91,Masters,Providence,N/A,0,0,N/A,2,Data Scientist,05/15,07/15,N/A,N/A,N/A,N/A,N/A,N/A,7.7,0
1915,Providence College,3.56,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,11/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,5.91,0
1916,Providence College,4.0,Masters,Providence,N/A,1,1,N/A,0,Data Scientist,12/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,0.6,0
1917,Providence College,2.38,Bachelors,Providence,F,N/A,0,0,0,Data Scientist,03/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,1.14,1
1918,Providence College,2.92,Phd,Providence,N/A,N/A,1,1,2,Data Scientist,01/14,11/14,N/A,N/A,N/A,N/A,N/A,N/A,6.17,0
1919,Providence College,2.86,Bachelors,Providence,F,N/A,0,0,4,Data Scientist,01/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.33,1
1920,Providence College,2.61,Bachelors,Providence,F,0,1,1,2,Data Scientist,03/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,4.34,1
1921,Providence College,2.4,Phd,Providence,F,N/A,1,1,1,Data Scientist,08/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,4.67,0
1922,Providence College,2.13,Bachelors,Providence,M,0,1,N/A,3,Data Scientist,03/17,11/17,N/A,N/A,N/A,N/A,N/A,N/A,0.21,1
1923,Providence College,3.77,Masters,Providence,N/A,1,1,N/A,3,Data Scientist,04/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,5.97,0
1924,Providence College,2.84,Bachelors,Providence,N/A,1,1,N/A,3,Data Scientist,05/19,11/19,N/A,N/A,N/A,N/A,N/A,N/A,1.96,0
1925,Providence College,2.99,Bachelors,Providence,N/A,1,0,0,0,Data Scientist,05/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,4.66,0
1926,Providence College,3.83,Bachelors,Providence,M,N/A,0,N/A,2,Data Scientist,04/18,08/18,N/A,N/A,N/A,N/A,N/A,N/A,5.2,0
1927,Providence College,3.55,Phd,Providence,F,1,0,0,2,Data Scientist,10/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,8.79,0
1928,Providence College,2.26,Bachelors,Providence,N/A,N/A,0,N/A,0,Data Scientist,08/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,7.68,0
1929,Providence College,3.13,Bachelors,Providence,M,0,1,N/A,1,Data Scientist,03/14,04/15,N/A,N/A,N/A,N/A,N/A,N/A,6.49,1
1930,Providence College,2.88,Masters,Providence,M,1,1,N/A,3,Data Scientist,05/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,1.16,0
1931,Providence College,3.59,Bachelors,Providence,N/A,0,0,0,3,Data Scientist,02/16,06/16,N/A,N/A,N/A,N/A,N/A,N/A,4.81,0
1932,Providence College,3.45,Bachelors,Providence,F,N/A,1,1,0,Data Scientist,03/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,7.97,0
1933,Providence College,3.38,Bachelors,Providence,M,N/A,0,0,3,Data Scientist,08/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,8.51,1
1934,Providence College,2.68,Bachelors,Providence,N/A,1,1,0,4,Data Scientist,10/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,8.69,0
1935,Providence College,3.61,Masters,Providence,F,1,1,0,2,Data Scientist,09/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A,3.33,0
1936,Providence College,2.1,Masters,Providence,M,N/A,0,1,3,Data Scientist,10/14,12/14,N/A,N/A,N/A,N/A,N/A,N/A,9.81,0
1937,Providence College,2.32,Phd,Providence,M,1,0,0,3,Data Scientist,02/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,5.65,1
1938,Providence College,2.67,Bachelors,Providence,N/A,1,1,N/A,4,Data Scientist,11/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,7.35,0
1939,Providence College,2.15,Phd,Providence,N/A,0,0,1,1,Data Scientist,03/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.1,0
1940,Providence College,2.47,Phd,Providence,F,N/A,0,0,1,Data Scientist,04/17,05/18,N/A,N/A,N/A,N/A,N/A,N/A,4.44,0
1941,Providence College,3.66,Bachelors,Providence,N/A,0,0,0,4,Data Scientist,12/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,9.22,0
1942,Providence College,3.9,Masters,Providence,N/A,1,0,1,1,Data Scientist,07/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,7.02,0
1943,Providence College,2.61,Masters,Providence,F,0,1,0,0,Data Scientist,01/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,5.87,1
1944,Providence College,2.53,Bachelors,Providence,N/A,N/A,1,1,4,Data Scientist,09/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,3.38,0
1945,Providence College,2.56,Bachelors,Providence,F,0,1,N/A,2,Data Scientist,10/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,1.66,0
1946,Providence College,2.56,Masters,Providence,F,0,1,0,2,Data Scientist,02/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,3.91,0
1947,Providence College,2.07,Bachelors,Providence,F,1,0,0,2,Data Scientist,08/15,03/17,N/A,N/A,N/A,N/A,N/A,N/A,2.77,0
1948,Providence College,3.85,Bachelors,Providence,N/A,N/A,0,N/A,3,Data Scientist,04/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,8.18,0
1949,Providence College,2.43,Bachelors,Providence,F,1,0,0,4,Data Scientist,10/15,12/15,N/A,N/A,N/A,N/A,N/A,N/A,1.21,0
1950,Providence College,2.84,Masters,Providence,N/A,1,1,0,4,Data Scientist,01/17,06/17,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0
1951,Providence College,2.02,Phd,Providence,F,N/A,1,1,1,Data Scientist,04/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,5.54,0
1952,Providence College,3.72,Phd,Providence,N/A,0,1,0,4,Data Scientist,09/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,0.4,0
1953,Providence College,3.46,Bachelors,Providence,F,1,1,N/A,4,Data Scientist,06/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.65,0
1954,Providence College,3.89,Masters,Providence,M,0,0,0,1,Data Scientist,05/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,8.87,1
1955,Providence College,3.56,Bachelors,Providence,M,N/A,0,1,4,Data Scientist,08/21,11/22,N/A,N/A,N/A,N/A,N/A,N/A,4.9,0
1956,Providence College,2.63,Masters,Providence,M,1,0,N/A,4,Data Scientist,08/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,4.08,1
1957,Providence College,2.5,Bachelors,Providence,F,0,1,N/A,0,Data Scientist,11/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,0.67,1
1958,Providence College,3.4,Masters,Providence,N/A,0,1,N/A,1,Data Scientist,02/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,1.93,0
1959,Providence College,2.73,Masters,Providence,F,1,1,N/A,0,Data Scientist,08/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,1.85,0
1960,Providence College,3.13,Phd,Providence,F,N/A,1,1,3,Data Scientist,09/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,7.67,0
1961,Providence College,2.01,Bachelors,Providence,F,0,1,1,1,Data Scientist,03/14,06/15,N/A,N/A,N/A,N/A,N/A,N/A,6.64,0
1962,Providence College,2.12,Phd,Providence,F,N/A,1,1,4,Data Scientist,04/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,5.98,0
1963,Providence College,3.07,Phd,Providence,N/A,1,0,1,4,Data Scientist,10/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,2.29,0
1964,Providence College,3.13,Masters,Providence,F,0,1,0,0,Data Scientist,09/18,09/19,N/A,N/A,N/A,N/A,N/A,N/A,3.03,1
1965,Providence College,3.5,Bachelors,Providence,M,0,1,1,0,Data Scientist,09/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,4.04,0
1966,Providence College,2.26,Masters,Providence,M,0,1,0,3,Data Scientist,07/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,3.64,1
1967,Providence College,3.03,Masters,Providence,M,N/A,0,N/A,3,Data Scientist,10/20,08/22,N/A,N/A,N/A,N/A,N/A,N/A,1.12,0
1968,Providence College,2.39,Masters,Providence,F,0,0,0,4,Data Scientist,12/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,3.5,1
1969,Providence College,2.19,Bachelors,Providence,N/A,0,1,0,2,Data Scientist,04/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,2.23,0
1970,Providence College,2.82,Bachelors,Providence,N/A,1,0,0,3,Data Scientist,07/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,7.43,0
1971,Providence College,2.33,Masters,Providence,N/A,0,0,1,4,Data Scientist,07/21,04/23,N/A,N/A,N/A,N/A,N/A,N/A,7.21,0
1972,Providence College,2.44,Bachelors,Providence,F,N/A,0,1,3,Data Scientist,04/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,8.12,1
1973,Providence College,2.64,Masters,Providence,N/A,1,1,N/A,1,Data Scientist,02/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,7.78,0
1974,Providence College,2.52,Bachelors,Providence,M,1,0,1,0,Data Scientist,06/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,7.13,1
1975,Providence College,2.18,Bachelors,Providence,N/A,0,0,0,4,Data Scientist,02/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.82,0
1976,Providence College,2.18,Phd,Providence,F,1,0,1,3,Data Scientist,04/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,9.33,1
1977,Providence College,2.39,Masters,Providence,F,0,1,1,0,Data Scientist,11/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,3.39,0
1978,Providence College,2.1,Phd,Providence,N/A,1,0,0,2,Data Scientist,03/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,9.95,0
1979,Providence College,3.25,Phd,Providence,F,N/A,1,N/A,3,Data Scientist,03/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,6.8,1
1980,Providence College,2.57,Masters,Providence,N/A,0,0,1,4,Data Scientist,01/17,03/18,N/A,N/A,N/A,N/A,N/A,N/A,5.91,0
1981,Providence College,2.56,Masters,Providence,N/A,N/A,1,N/A,1,Data Scientist,03/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.75,0
1982,Providence College,2.66,Bachelors,Providence,M,0,1,0,0,Data Scientist,12/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,5.62,1
1983,Providence College,3.33,Masters,Providence,F,N/A,1,1,0,Data Scientist,03/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,3.11,0
1984,Providence College,3.74,Phd,Providence,M,N/A,1,N/A,1,Data Scientist,01/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,4.47,1
1985,Providence College,3.52,Phd,Providence,F,1,1,N/A,4,Data Scientist,02/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,8.43,1
1986,Providence College,3.46,Masters,Providence,N/A,0,0,0,2,Data Scientist,11/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,3.02,0
1987,Providence College,2.97,Phd,Providence,F,1,0,1,1,Data Scientist,09/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,2.6,0
1988,Providence College,3.39,Bachelors,Providence,N/A,N/A,0,N/A,2,Data Scientist,01/18,10/19,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0
1989,Providence College,3.11,Phd,Providence,F,0,1,N/A,4,Data Scientist,11/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,3.18,1
1990,Providence College,2.43,Bachelors,Providence,M,N/A,1,N/A,3,Data Scientist,11/17,09/19,N/A,N/A,N/A,N/A,N/A,N/A,3.51,0
1991,Providence College,2.42,Phd,Providence,M,N/A,1,N/A,3,Data Scientist,02/15,11/15,N/A,N/A,N/A,N/A,N/A,N/A,4.48,0
1992,Providence College,2.59,Bachelors,Providence,N/A,N/A,0,N/A,4,Data Scientist,08/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,8.46,0
1993,Providence College,3.82,Bachelors,Providence,M,N/A,1,N/A,2,Data Scientist,06/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,7.13,1
1994,Providence College,3.09,Masters,Providence,N/A,1,1,N/A,1,Data Scientist,03/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,6.43,0
1995,Providence College,3.47,Bachelors,Providence,N/A,N/A,1,N/A,4,Data Scientist,04/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A,4.66,0
1996,Providence College,2.69,Masters,Providence,N/A,1,1,N/A,4,Data Scientist,01/20,11/21,N/A,N/A,N/A,N/A,N/A,N/A,7.76,0
1997,Providence College,2.82,Phd,Providence,F,N/A,0,N/A,3,Data Scientist,07/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,4.31,0
1998,Providence College,2.25,Phd,Providence,N/A,0,1,1,1,Data Scientist,06/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0
1999,Providence College,2.34,Phd,Providence,M,N/A,1,0,3,Data Scientist,10/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,8.78,1
2000,Providence College,3.65,Bachelors,Providence,F,N/A,1,0,2,Data Scientist,11/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,5.43,0
2001,Providence College,3.17,Phd,Providence,M,0,1,0,2,Data Scientist,05/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,5.62,1
2002,Providence College,2.68,Phd,Providence,N/A,0,0,N/A,0,Data Scientist,06/19,06/21,N/A,N/A,N/A,N/A,N/A,N/A,3.26,0
2003,Providence College,3.61,Masters,Providence,N/A,N/A,1,0,4,Data Scientist,12/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,8.87,0
2004,Providence College,2.49,Masters,Providence,M,N/A,0,N/A,1,Data Scientist,03/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0
2005,Providence College,3.95,Phd,Providence,F,1,0,1,1,Data Scientist,01/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,2.46,0
2006,Providence College,2.69,Phd,Providence,M,0,1,0,3,Data Scientist,05/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,4.93,0
2007,Providence College,2.67,Bachelors,Providence,N/A,0,1,1,3,Data Scientist,03/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,5.6,0
2008,Providence College,2.62,Bachelors,Providence,F,1,0,1,1,Data Scientist,10/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,6.07,0
2009,Providence College,2.24,Phd,Providence,N/A,N/A,1,N/A,3,Data Scientist,02/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,1.12,0
2010,Providence College,2.22,Masters,Providence,N/A,N/A,1,0,0,Data Scientist,01/18,06/19,N/A,N/A,N/A,N/A,N/A,N/A,1.64,0
2011,Providence College,3.3,Phd,Providence,M,0,0,1,4,Data Scientist,07/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,3.36,0
2012,Providence College,3.75,Bachelors,Providence,N/A,1,0,0,0,Data Scientist,08/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,4.93,0
2013,Providence College,3.58,Masters,Providence,M,N/A,0,1,2,Data Scientist,07/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A,7.74,1
2014,Providence College,2.28,Masters,Providence,F,0,0,1,1,Data Scientist,11/14,11/15,N/A,N/A,N/A,N/A,N/A,N/A,1.82,1
2015,Providence College,3.09,Bachelors,Providence,N/A,N/A,0,N/A,0,Data Scientist,07/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,6.77,0
2016,Providence College,2.21,Phd,Providence,N/A,N/A,0,0,0,Data Scientist,01/14,04/14,N/A,N/A,N/A,N/A,N/A,N/A,6.1,0
2017,Providence College,2.09,Phd,Providence,F,N/A,1,N/A,3,Data Scientist,03/19,03/20,N/A,N/A,N/A,N/A,N/A,N/A,5.75,0
2018,Providence College,3.31,Phd,Providence,M,0,1,N/A,3,Data Scientist,08/20,05/22,N/A,N/A,N/A,N/A,N/A,N/A,8.48,0
2019,Providence College,3.07,Bachelors,Providence,N/A,1,1,N/A,3,Data Scientist,07/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,1.41,0
2020,Providence College,2.16,Masters,Providence,F,1,1,N/A,2,Data Scientist,09/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,4.34,0
2021,Providence College,2.07,Bachelors,Providence,N/A,N/A,1,N/A,0,Data Scientist,09/14,07/16,N/A,N/A,N/A,N/A,N/A,N/A,9.09,0
2022,Providence College,3.98,Phd,Providence,M,1,1,1,4,Data Scientist,09/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,3.24,0
2023,Providence College,2.06,Bachelors,Providence,M,N/A,1,0,3,Data Scientist,10/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,2.57,1
2024,Providence College,2.89,Masters,Providence,M,0,1,0,2,Data Scientist,01/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,3.88,1
2025,Providence College,3.01,Bachelors,Providence,M,0,1,N/A,2,Data Scientist,07/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1
2026,Providence College,2.23,Phd,Providence,F,0,0,0,3,Data Scientist,02/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,2.47,0
2027,Providence College,2.34,Masters,Providence,N/A,N/A,0,1,1,Data Scientist,09/19,03/21,N/A,N/A,N/A,N/A,N/A,N/A,6.88,0
2028,Providence College,2.7,Bachelors,Providence,F,1,1,N/A,0,Data Scientist,10/15,06/17,N/A,N/A,N/A,N/A,N/A,N/A,5.64,0
2029,Providence College,3.52,Bachelors,Providence,M,0,1,1,3,Data Scientist,09/17,05/19,N/A,N/A,N/A,N/A,N/A,N/A,5.81,1
2030,Providence College,3.01,Masters,Providence,M,N/A,0,1,4,Data Scientist,02/21,06/21,N/A,N/A,N/A,N/A,N/A,N/A,7.52,1
2031,Providence College,3.28,Masters,Providence,M,1,0,N/A,0,Data Scientist,04/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,1.03,1
2032,Providence College,3.97,Phd,Providence,M,1,0,1,2,Data Scientist,05/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,9.13,1
2033,Providence College,3.54,Masters,Providence,N/A,1,1,N/A,4,Data Scientist,05/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A,9.93,0
2034,Providence College,2.87,Phd,Providence,M,N/A,0,1,0,Data Scientist,04/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,9.27,1
