,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
2345,2346,Southwest Missouri State University - West Plains,2.83,Bachelors,Charlotte,F,N/A,0,1,4,Data Scientist,04/18,01/20,AI Researcher,12/17,10/19,Veterinarian,06/14,12/14,5.53,0
2346,2347,Emmanuel College Georgia,2.03,Phd,Houston,M,N/A,1,1,4,Public Relations Officer,03/17,08/18,Real Estate Agent,04/15,07/15,N/A,N/A,N/A,5.06,0
2347,2348,Dillard University,2.96,Bachelors,Vancouver,N/A,0,0,1,4,Aircraft Pilot,02/21,07/21,N/A,N/A,N/A,N/A,N/A,N/A,0.31,0
2348,2349,Texas Tech University Health Science Center,2.04,Masters,Louisville,N/A,1,1,N/A,4,Marine Biologist,08/14,05/16,N/A,N/A,N/A,N/A,N/A,N/A,5.6,0
2349,2350,Hagerstown Community College,3.64,Masters,Long Beach,M,N/A,1,0,2,SEO Specialist,09/17,08/18,Content Writer,12/14,12/15,Mechanical Engineer,07/14,10/14,5.46,0
2350,2351,San Francisco Art Institute,3.65,Masters,Boston,N/A,N/A,1,N/A,1,Event Planner,01/19,04/20,Firefighter,01/17,05/18,N/A,N/A,N/A,4.99,0
2351,2352,Salem Teikyo University,3.58,Phd,Mesa,M,1,1,1,0,Firefighter,03/16,12/17,Web Developer,08/15,04/16,N/A,N/A,N/A,6.51,1
2352,2353,Nazareth College,2.57,Masters,Fort Worth,N/A,N/A,0,N/A,1,Real Estate Agent,06/20,06/21,N/A,N/A,N/A,N/A,N/A,N/A,9.77,0
2353,2354,Wesleyan University,3.67,Bachelors,Lexington,N/A,1,0,1,1,Video Game Developer,05/15,06/16,N/A,N/A,N/A,N/A,N/A,N/A,4.11,0
2354,2355,St. Michael's College,3.09,Masters,Oakland,M,N/A,0,0,1,Quality Assurance Manager,02/19,06/19,Industrial Designer,12/17,08/19,Event Planner,08/16,08/17,5.06,0
2355,2356,Grand Canyon University,2.75,Masters,Omaha,M,1,1,0,2,Dental Hygienist,04/21,09/21,N/A,N/A,N/A,N/A,N/A,N/A,0.9,1
2356,2357,College of St. Benedict and St. John's University,3.25,Phd,Scottsdale,M,N/A,1,N/A,1,Customer Service Manager,02/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,1.41,1
2357,2358,Salem International University,2.02,Bachelors,Cincinnati,M,N/A,0,0,2,Social Media Coordinator,06/17,04/19,Urban Planner,07/14,09/15,N/A,N/A,N/A,6.35,0
2358,2359,American Film Institute Center for Advanced Film and Television Studies,2.29,Phd,Columbus,F,0,1,1,3,Investment Banker,06/14,11/15,Video Game Developer,01/14,05/15,N/A,N/A,N/A,2.61,1
2359,2360,National Technological University,3.48,Phd,Albuquerque,F,1,1,1,3,Event Planner,11/15,06/16,Paramedic,11/15,02/17,N/A,N/A,N/A,1.87,1
2360,2361,Champlain College,2.49,Bachelors,Dallas,M,0,0,0,3,Firefighter,02/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,9.42,1
2361,2362,Roanoke Bible College,3.2,Phd,New Orleans,F,N/A,1,0,2,Dental Hygienist,01/17,07/17,Investment Banker,12/14,12/16,Logistician,01/14,04/14,1.42,0
2362,2363,Milligan College,2.77,Bachelors,Reno,M,1,0,0,2,Industrial Designer,03/16,09/17,High School Teacher,10/14,06/15,Fashion Designer,02/14,05/14,1.63,0
2363,2364,West Virginia State College,3.71,Masters,Norfolk,M,1,1,N/A,0,Paramedic,11/16,09/18,N/A,N/A,N/A,N/A,N/A,N/A,5.57,1
2364,2365,Felician College,3.9,Bachelors,Jacksonville,N/A,N/A,0,N/A,1,Video Game Developer,03/17,10/18,Sales Representative,09/15,01/16,Occupational Therapist,08/15,04/17,4.01,0
2365,2366,Savannah State University,3.77,Bachelors,Lexington,M,N/A,1,1,4,Chemical Technician,03/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,0.48,0
2366,2367,Southwestern University School of Law,2.54,Bachelors,Indianapolis,M,N/A,1,N/A,4,Project Manager,07/17,10/18,Wind Turbine Technician,09/14,11/14,Dental Hygienist,04/14,07/15,1.45,0
2367,2368,Kent State University - Trumbull,2.39,Phd,Scottsdale,M,N/A,1,N/A,1,Environmental Scientist,09/16,08/18,N/A,N/A,N/A,N/A,N/A,N/A,4.8,0
2368,2369,Brevard College,2.95,Bachelors,Long Beach,M,1,1,1,4,Marine Biologist,08/19,01/21,Project Manager,03/19,03/20,N/A,N/A,N/A,0.37,0
2369,2370,Northeastern University,2.01,Bachelors,Tulsa,N/A,0,1,1,4,Supply Chain Analyst,12/14,10/16,Civil Engineer,08/14,11/15,Fashion Designer,06/14,04/16,6.58,0
2370,2371,Freed-Hardeman University,2.05,Bachelors,Newark,M,1,0,0,4,Veterinarian,10/21,07/22,Video Game Developer,11/19,08/21,N/A,N/A,N/A,4.37,0
2371,2372,Millsaps College,3.11,Masters,Cincinnati,N/A,1,1,0,2,Veterinarian,10/18,09/19,Speech-Language Pathologist,01/14,09/14,N/A,N/A,N/A,0.44,0
2372,2373,Denison University,3.04,Bachelors,Anchorage,M,1,0,N/A,2,Pediatric Nurse,11/19,12/20,Software Developer,12/14,01/16,Cybersecurity Analyst,07/14,07/15,4.26,0
2373,2374,Wright State University,3.99,Phd,Portland,N/A,1,0,1,2,Project Manager,11/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,3.24,0
2374,2375,Mercer University,2.4,Bachelors,Philadelphia,F,N/A,0,N/A,1,Mechanical Engineer,07/18,11/18,Web Developer,06/14,06/16,N/A,N/A,N/A,2.96,0
2375,2376,Johnson & Wales University,2.52,Bachelors,San Diego,N/A,0,1,N/A,3,Urban Planner,10/14,05/15,Multimedia Artist,04/14,03/16,N/A,N/A,N/A,3.0,0
2376,2377,Alfred Adler Graduate School,2.23,Masters,Atlanta,N/A,1,0,1,4,Paramedic,07/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,4.39,0
2377,2378,Eureka College,3.84,Bachelors,Hialeah,M,1,1,1,0,Aircraft Pilot,07/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,9.95,1
2378,2379,Pennsylvania College of Optometry,3.56,Phd,Long Beach,N/A,0,1,1,2,Project Manager,07/21,03/22,Content Writer,07/17,12/18,Content Writer,11/16,08/18,5.23,0
2379,2380,Bucknell University,3.64,Bachelors,Toledo,N/A,N/A,1,1,0,Investment Banker,03/16,10/17,Video Game Developer,03/15,10/15,Graphic Designer,01/14,07/14,0.75,0
2380,2381,Clayton College & State University,3.81,Phd,Tulsa,M,1,0,N/A,4,Pharmacist,09/21,01/23,N/A,N/A,N/A,N/A,N/A,N/A,8.74,1
2381,2382,Simmons College,3.05,Masters,Anchorage,F,N/A,1,N/A,3,Marine Biologist,01/16,01/18,IT Consultant,09/14,08/16,N/A,N/A,N/A,2.92,1
2382,2383,Johnson State College,2.9,Bachelors,St. Petersburg,F,1,1,N/A,0,Firefighter,09/14,07/15,N/A,N/A,N/A,N/A,N/A,N/A,9.84,0
2383,2384,ITT Technical Institute Portland,2.66,Masters,Oakland,F,1,1,1,4,Supply Chain Analyst,09/20,12/20,Social Media Coordinator,01/17,08/17,SEO Specialist,06/16,11/16,5.35,0
2384,2385,Cheyney University of Pennsylvania,3.18,Bachelors,Lincoln,N/A,0,0,0,4,Public Relations Officer,05/20,10/21,Supply Chain Analyst,08/17,11/17,N/A,N/A,N/A,7.95,0
2385,2386,Kansas Wesleyan University,2.91,Phd,Greensboro,M,0,0,N/A,2,Fashion Designer,05/16,05/17,Dental Hygienist,06/14,12/14,N/A,N/A,N/A,1.36,0
2386,2387,University of NorthWest,2.9,Masters,Stockton,F,N/A,0,0,3,Customer Service Manager,03/15,09/16,Quality Assurance Manager,12/14,05/15,Real Estate Agent,04/14,04/15,8.41,0
2387,2388,La Salle University,3.87,Bachelors,San Jose,F,1,0,0,4,Content Writer,02/15,02/16,Web Developer,12/14,06/16,N/A,N/A,N/A,2.32,0
2388,2389,Samford University,3.97,Phd,Virginia Beach,F,N/A,1,0,3,Real Estate Agent,02/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,0.93,1
2389,2390,Moore College of Art and Design,3.59,Masters,Vancouver,F,0,0,1,2,Software Developer,07/15,04/17,Speech-Language Pathologist,08/14,10/14,SEO Specialist,03/14,01/15,8.22,0
2390,2391,Cumberland College,3.51,Bachelors,Cleveland,M,0,1,1,0,Public Relations Officer,02/16,07/17,Fashion Designer,10/14,01/16,N/A,N/A,N/A,9.34,1
2391,2392,Elmhurst College,3.36,Masters,Nashville,F,0,0,N/A,1,Event Planner,11/16,06/18,Veterinarian,04/15,06/16,Firefighter,01/14,03/15,3.62,0
2392,2393,North Carolina School of the Arts,2.33,Bachelors,Lexington,N/A,0,1,N/A,1,Financial Analyst,01/18,05/18,Wind Turbine Technician,05/15,07/15,N/A,N/A,N/A,1.52,0
2393,2394,Alverno College,2.12,Phd,Fremont,N/A,0,0,1,1,Human Resources Specialist,12/15,08/16,N/A,N/A,N/A,N/A,N/A,N/A,2.52,0
2394,2395,Middlebury College,3.38,Phd,Denver,M,N/A,0,1,3,Telecommunications Specialist,10/17,02/18,Multimedia Artist,09/16,08/17,Forensic Accountant,05/16,09/16,0.4,0
2395,2396,Northwestern College St. Paul,3.46,Masters,Norfolk,F,N/A,0,0,1,Dental Hygienist,10/20,10/22,Industrial Designer,03/18,08/19,N/A,N/A,N/A,8.99,0
2396,2397,University of Montevallo,2.09,Masters,Denver,F,0,1,1,0,Project Manager,04/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,5.75,0
2397,2398,Medical College of Pennsylvania and Hahnemann University,3.86,Bachelors,Henderson,N/A,1,1,1,4,Content Writer,12/21,09/23,N/A,N/A,N/A,N/A,N/A,N/A,7.45,0
2398,2399,Art Institute of Charlotte,2.18,Phd,Charlotte,M,1,0,1,3,Fashion Designer,08/16,04/18,N/A,N/A,N/A,N/A,N/A,N/A,9.59,1
2399,2400,Universidad Autónoma Metropolitana,2.57,Bachelors,Lexington,N/A,1,0,1,0,Aircraft Pilot,08/17,07/18,Public Relations Officer,10/14,02/15,N/A,N/A,N/A,5.1,0
2400,2401,Moody Bible Institute,3.34,Phd,Bangkok,M,1,0,0,3,Wind Turbine Technician,12/17,04/18,Industrial Designer,03/14,06/14,N/A,N/A,N/A,7.28,0
2401,2402,Elizabethtown College,2.34,Masters,Jersey City,M,1,0,N/A,3,Biomedical Engineer,02/16,10/17,N/A,N/A,N/A,N/A,N/A,N/A,1.77,0
2402,2403,Graduate Theological Union,2.11,Bachelors,Norfolk,M,0,0,0,3,Pediatric Nurse,02/20,12/21,N/A,N/A,N/A,N/A,N/A,N/A,9.42,0
2403,2404,Universidad Autónoma de Nuevo León,2.66,Bachelors,Austin,N/A,N/A,0,1,2,Dietitian,01/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,7.04,0
2404,2405,United States Naval Academy,3.53,Phd,Boise,M,0,1,1,4,Video Game Developer,07/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.27,1
2405,2406,The Naropa Institute,2.83,Phd,San Antonio,N/A,1,1,N/A,1,Quality Assurance Manager,12/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,0.83,0
2406,2407,Syracuse University,3.31,Phd,Hialeah,N/A,1,1,N/A,2,Data Scientist,04/16,01/18,Project Manager,08/14,10/14,N/A,N/A,N/A,2.55,0
2407,2408,Keuka College,3.16,Masters,Anchorage,F,N/A,1,N/A,4,Financial Analyst,09/21,02/23,Content Writer,02/20,07/20,Social Media Coordinator,05/19,10/20,1.09,0
2408,2409,Southeastern Baptist College,2.04,Bachelors,Pittsburgh,N/A,0,1,0,1,Social Media Coordinator,11/15,01/17,Chemical Technician,04/14,04/16,Financial Analyst,02/14,07/15,6.96,0
2409,2410,Franklin and Marshall College,3.98,Phd,Charlotte,N/A,N/A,1,N/A,2,Occupational Therapist,12/19,02/21,High School Teacher,09/19,01/20,Multimedia Artist,10/17,05/19,1.49,0
2410,2411,Jai Prakash University,2.08,Masters,Orlando,F,1,0,1,2,Public Relations Officer,04/19,06/20,Data Scientist,06/17,01/19,N/A,N/A,N/A,9.38,0
2411,2412,Pace University  Pleasantville/Briarcliff,3.94,Phd,Charlotte,F,1,0,1,0,Paramedic,02/19,10/20,Biomedical Engineer,03/17,11/18,Construction Site Manager,01/17,12/18,0.66,0
2412,2413,Delaware State University,3.1,Bachelors,Detroit,F,N/A,0,1,2,Logistician,04/14,09/15,Telecommunications Specialist,03/14,09/14,Supply Chain Analyst,02/14,11/15,2.06,0
2413,2414,The Union Institute,3.93,Phd,San Diego,M,1,0,0,3,Wind Turbine Technician,08/17,12/17,Human Resources Specialist,08/14,12/14,Real Estate Agent,06/14,12/14,9.14,0
2414,2415,American InterContinental University - Atlanta,2.23,Bachelors,Miami,M,0,0,N/A,2,Urban Planner,02/19,09/19,Dietitian,09/15,06/17,Real Estate Agent,04/14,10/14,9.33,0
2415,2416,Simon's Rock College,2.98,Masters,Tampa,F,1,1,N/A,3,Urban Planner,09/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,3.14,0
2416,2417,Mercy College,2.34,Masters,Chula Vista,M,1,1,N/A,4,Telecommunications Specialist,01/15,11/15,Construction Site Manager,11/14,05/15,N/A,N/A,N/A,0.73,1
2417,2418,Loma Linda University,2.1,Phd,Raleigh,F,0,1,N/A,4,Web Developer,02/20,01/21,Project Manager,02/20,08/20,Investment Banker,02/16,01/18,4.95,0
2418,2419,Bethany College Kansas,3.24,Bachelors,Omaha,M,1,1,1,3,Data Scientist,07/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,8.74,1
2419,2420,Oklahoma State University,2.42,Bachelors,Plano,N/A,N/A,1,0,0,Occupational Therapist,04/21,10/21,Multimedia Artist,10/15,09/16,Aircraft Pilot,06/14,04/15,2.24,0
2420,2421,Menlo College,3.18,Bachelors,Nashville,M,N/A,0,N/A,0,Web Developer,05/17,12/17,Content Writer,06/16,12/17,Biomedical Engineer,03/16,12/16,7.06,1
2421,2422,Wabash College,2.22,Phd,Indianapolis,M,1,1,1,4,Occupational Therapist,10/17,12/18,Sales Representative,01/15,01/16,Forensic Accountant,10/14,07/16,2.69,0
2422,2423,Pennsylvania State University - Lehigh Valley,2.66,Bachelors,Edinburgh,N/A,0,1,1,2,Multimedia Artist,03/18,06/18,Veterinarian,12/16,12/17,Chemical Technician,05/14,07/15,0.91,0
2423,2424,University of Pittsburgh at Johnstown,3.56,Bachelors,Cleveland,F,0,1,0,4,Occupational Therapist,12/15,10/17,Telecommunications Specialist,04/15,07/16,Forensic Accountant,08/14,12/15,2.67,0
2424,2425,Mount St. Mary's College Maryland,2.87,Bachelors,Buffalo,M,N/A,0,N/A,4,Marketing Manager,05/16,05/18,N/A,N/A,N/A,N/A,N/A,N/A,0.7,0
2425,2426,O'More College of Design,3.26,Bachelors,Arlington,M,1,0,0,3,Event Planner,10/21,03/23,Quality Assurance Manager,11/17,06/19,Event Planner,06/17,03/19,0.9,0
2426,2427,Northern State University,3.29,Phd,San Francisco,N/A,0,0,N/A,0,Social Media Coordinator,07/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,8.64,0
2427,2428,The Art Institute of Boston,3.69,Phd,Riverside,N/A,0,0,0,3,Environmental Scientist,05/19,02/20,Project Manager,04/16,07/16,Forensic Accountant,12/15,12/16,7.79,0
2428,2429,United States Sports Academy,2.65,Bachelors,Arlington,N/A,N/A,0,N/A,4,Real Estate Agent,09/14,01/16,Graphic Designer,09/14,10/15,N/A,N/A,N/A,0.43,0
2429,2430,University of South Carolina - Sumter,3.37,Bachelors,San Bernardino,N/A,N/A,0,N/A,1,Civil Engineer,07/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,5.41,0
2430,2431,Martin Methodist College,3.92,Masters,San Diego,F,0,1,0,2,Investment Banker,06/17,09/17,Pediatric Nurse,01/14,11/14,Pharmacist,01/14,12/14,3.54,0
2431,2432,Stevens Institute of Technology,3.46,Masters,Irving,M,N/A,1,N/A,4,Fashion Designer,08/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,4.62,1
2432,2433,Lagrange College,2.98,Bachelors,Scottsdale,M,0,1,0,3,Software Developer,08/17,12/18,Financial Analyst,11/14,08/16,Telecommunications Specialist,11/14,03/16,3.94,0
2433,2434,Tennessee Wesleyan College,3.26,Bachelors,Boise,M,1,0,0,1,AI Researcher,05/15,12/16,Environmental Scientist,05/15,02/17,Sales Representative,08/14,04/16,2.24,0
2434,2435,University of Iowa,3.48,Masters,Philadelphia,M,N/A,0,N/A,1,Quality Assurance Manager,10/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,1.38,1
2435,2436,National Technological University,3.22,Masters,Wichita,F,N/A,0,N/A,4,Cybersecurity Analyst,10/21,03/22,Veterinarian,11/16,07/18,Quality Assurance Manager,04/15,01/17,5.31,0
2436,2437,Alderson Broaddus College,2.03,Bachelors,Henderson,M,1,0,0,0,Supply Chain Analyst,10/17,04/18,Marine Biologist,12/14,08/15,Fashion Designer,09/14,08/16,5.02,0
2437,2438,Clarkson College,2.39,Phd,Corpus Christi,F,0,1,1,1,Public Relations Officer,11/20,11/22,Industrial Designer,05/20,11/20,Occupational Therapist,03/16,06/16,2.0,0
2438,2439,Kyushu Sangyo University,3.62,Phd,Tucson,F,0,0,0,2,SEO Specialist,03/17,12/18,Web Developer,11/15,10/16,Wind Turbine Technician,11/14,09/16,2.17,0
2439,2440,Mayo Medical School,2.55,Bachelors,Kansas City,N/A,N/A,0,1,3,Telecommunications Specialist,06/18,03/20,Multimedia Artist,04/16,10/17,Archaeologist,01/14,02/15,4.01,0
2440,2441,Babcock University,3.46,Bachelors,Washington,N/A,0,0,1,3,SEO Specialist,10/17,02/18,SEO Specialist,10/14,02/15,Paramedic,03/14,11/14,6.76,0
2441,2442,Athenaeum of Ohio,2.74,Masters,Mesa,M,0,0,0,3,Web Developer,11/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,3.61,1
2442,2443,Utah Valley State College,3.04,Masters,Anchorage,F,1,0,0,4,Aircraft Pilot,05/15,01/17,Software Developer,11/14,05/15,N/A,N/A,N/A,2.61,1
2443,2444,University of New Orleans,2.14,Phd,Greensboro,N/A,1,1,0,3,Environmental Scientist,10/20,03/22,Forensic Accountant,04/14,04/15,High School Teacher,02/14,02/16,5.29,0
2444,2445,Fatima mata national college kollam kerala,2.36,Bachelors,Lexington,F,1,0,1,3,SEO Specialist,03/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,4.44,0
2445,2446,Texas Southern University,3.91,Masters,Cleveland,N/A,N/A,0,0,2,SEO Specialist,09/15,08/16,Supply Chain Analyst,04/14,01/16,N/A,N/A,N/A,6.38,0
2446,2447,St. John's College Maryland,3.78,Phd,Baton Rouge,F,1,1,0,0,Graphic Designer,11/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,4.03,0
2447,2448,Trevecca Nazarene University,3.3,Phd,San Bernardino,M,1,0,N/A,4,Occupational Therapist,10/21,07/23,Investment Banker,06/15,02/16,N/A,N/A,N/A,9.05,0
2448,2449,Shaw University,2.92,Phd,Vancouver,M,0,0,N/A,4,Dietitian,08/18,02/19,Civil Engineer,02/16,01/18,N/A,N/A,N/A,9.77,0
2449,2450,Graduate Theological Union,3.35,Masters,Wichita,F,1,1,N/A,3,Investment Banker,03/18,12/18,Telecommunications Specialist,11/15,06/17,N/A,N/A,N/A,7.58,0
2450,2451,Wilmington College,3.24,Masters,Tampa,N/A,N/A,1,0,2,Social Media Coordinator,08/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,0.34,0
2451,2452,Missouri University of Science and Technology,3.14,Bachelors,Scottsdale,N/A,1,1,0,1,Biomedical Engineer,05/17,07/17,Marine Biologist,05/17,08/18,N/A,N/A,N/A,9.55,0
2452,2453,Uniformed Services Universty of the Health Sciences,2.12,Bachelors,Columbus,M,N/A,1,0,3,Biomedical Engineer,05/18,11/19,Archaeologist,08/15,03/16,Industrial Designer,06/14,03/15,4.5,0
2453,2454,Principia College,3.27,Phd,Garland,M,0,1,1,3,Veterinarian,04/18,08/18,Quality Assurance Manager,07/16,09/17,Public Relations Officer,01/14,12/15,7.34,0
2454,2455,Allianze College of Medical Sciences (ACMS),3.54,Phd,Boise,M,0,1,1,4,Pharmacist,12/16,05/18,High School Teacher,10/14,06/15,N/A,N/A,N/A,6.81,0
2455,2456,Providence College,3.99,Masters,Plano,N/A,1,1,N/A,4,Marine Biologist,01/18,12/19,Data Scientist,09/14,08/15,N/A,N/A,N/A,6.82,0
2456,2457,Wesley College,2.02,Masters,St. Petersburg,N/A,0,1,1,3,Multimedia Artist,11/16,08/18,Financial Analyst,11/16,04/17,Graphic Designer,07/15,04/16,4.75,0
2457,2458,New Hampshire College,3.46,Bachelors,Milwaukee,M,1,1,1,4,Customer Service Manager,10/17,01/18,N/A,N/A,N/A,N/A,N/A,N/A,4.67,0
2458,2459,Lipscomb University,3.14,Bachelors,Kansas City,F,0,1,1,2,Dietitian,05/15,08/15,N/A,N/A,N/A,N/A,N/A,N/A,2.21,1
2459,2460,Linfield College,2.87,Bachelors,Oklahoma City,N/A,N/A,0,N/A,1,Marine Biologist,01/21,05/21,Multimedia Artist,12/19,01/21,Aircraft Pilot,02/16,02/18,1.74,0
2460,2461,Tui Online University,2.26,Masters,Gilbert,M,0,1,N/A,1,Archaeologist,04/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,4.68,1
2461,2462,Vermont Technical College,2.82,Phd,Durham,F,1,1,1,1,Industrial Designer,01/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,9.45,0
2462,2463,Simon's Rock College,2.71,Bachelors,El Paso,N/A,1,1,0,3,Environmental Scientist,07/16,06/18,Wind Turbine Technician,02/14,08/14,N/A,N/A,N/A,6.26,0
2463,2464,Fitchburg State College,2.61,Bachelors,Santa Ana,F,1,1,N/A,3,Graphic Designer,12/14,12/15,N/A,N/A,N/A,N/A,N/A,N/A,6.86,0
2464,2465,Bryn Athyn College of the New Church,3.46,Masters,Garland,F,N/A,1,1,3,Project Manager,03/19,08/20,Dental Hygienist,09/16,04/18,Pharmacist,05/14,12/15,4.34,0
2465,2466,United States Sports Academy,3.4,Bachelors,Winston–Salem,N/A,0,0,0,2,Real Estate Agent,04/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0
2466,2467,University of Detroit Mercy,3.18,Phd,Richmond,M,1,0,0,1,Aircraft Pilot,10/18,07/20,Archaeologist,02/18,03/19,N/A,N/A,N/A,9.82,0
2467,2468,Ohio State University - Mansfield,3.88,Masters,Greensboro,F,N/A,0,N/A,4,Dietitian,07/16,07/18,Content Writer,07/16,02/17,Urban Planner,03/14,10/14,5.32,0
2468,2469,Duluth Business University,2.7,Bachelors,Toledo,M,N/A,1,0,4,High School Teacher,07/15,06/16,Firefighter,06/15,05/16,SEO Specialist,05/15,01/16,8.06,1
2469,2470,National College of Naturopathic Medicine,2.49,Bachelors,Pittsburgh,N/A,N/A,1,N/A,0,Dental Hygienist,07/14,08/15,Environmental Scientist,03/14,05/15,Event Planner,01/14,05/15,9.92,0
2470,2471,University of New Haven,3.31,Masters,Chandler,F,0,0,1,0,Video Game Developer,12/20,04/22,Human Resources Specialist,08/19,12/19,N/A,N/A,N/A,3.86,0
2471,2472,University of Kansas,2.4,Masters,Scottsdale,F,0,1,N/A,4,Forensic Accountant,03/19,11/19,Project Manager,11/15,08/16,Logistician,01/14,01/16,2.77,0
2472,2473,Southern Utah University,2.63,Bachelors,Henderson,F,0,1,0,1,Public Relations Officer,09/19,04/21,Quality Assurance Manager,03/18,01/19,N/A,N/A,N/A,0.65,0
2473,2474,Franklin University,2.45,Phd,Richmond,F,N/A,0,N/A,3,Archaeologist,02/18,01/19,Quality Assurance Manager,04/16,01/18,N/A,N/A,N/A,2.81,1
2474,2475,Hampshire College,2.14,Masters,Tucson,F,0,1,N/A,4,Telecommunications Specialist,12/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,8.51,0
2475,2476,Northland College,3.65,Phd,Tulsa,N/A,1,1,1,4,Sales Representative,08/21,01/23,Telecommunications Specialist,05/18,09/18,Aircraft Pilot,04/18,12/18,9.83,0
2476,2477,University of Pittsburgh at Greensburg,2.51,Bachelors,Kansas City,F,N/A,1,0,0,Speech-Language Pathologist,04/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,4.05,0
2477,2478,University of Central Florida,2.95,Phd,Melbourne,N/A,0,1,N/A,1,Veterinarian,05/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,5.58,0
2478,2479,Hokkaido Tokai University,2.09,Bachelors,Aurora,M,N/A,1,1,4,Sales Representative,08/14,11/14,High School Teacher,05/14,04/16,N/A,N/A,N/A,4.49,1
2479,2480,Brigham Young University,3.4,Bachelors,Anchorage,N/A,N/A,1,1,3,IT Consultant,02/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,9.72,0
2480,2481,Dallas Baptist University,2.66,Bachelors,Pittsburgh,F,0,1,1,3,Chemical Technician,03/14,06/14,N/A,N/A,N/A,N/A,N/A,N/A,4.59,1
2481,2482,Colorado School of Mines,3.49,Bachelors,Fresno,M,N/A,0,1,2,Public Relations Officer,01/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,6.82,0
2482,2483,Mountain State University,2.82,Phd,Raleigh,N/A,0,0,1,3,Civil Engineer,10/16,01/17,Biomedical Engineer,02/14,10/15,Wind Turbine Technician,01/14,09/14,6.11,0
2483,2484,Curtin University of Technology,2.39,Bachelors,Pittsburgh,N/A,0,1,N/A,4,Dietitian,01/18,03/18,N/A,N/A,N/A,N/A,N/A,N/A,6.29,0
2484,2485,Jamestown College,3.03,Bachelors,St. Louis,N/A,0,1,N/A,4,Pediatric Nurse,07/19,01/21,Public Relations Officer,03/15,07/16,N/A,N/A,N/A,8.44,0
2485,2486,United States Merchant Marine Academy,2.26,Phd,Henderson,F,N/A,0,0,3,Wind Turbine Technician,08/18,04/19,Paramedic,07/18,12/19,Sales Representative,01/15,01/16,1.61,0
2486,2487,Wells College,2.88,Masters,San Jose,F,N/A,0,N/A,0,Software Developer,07/17,09/17,Sales Representative,12/14,06/16,N/A,N/A,N/A,7.89,0
2487,2488,Crichton College,2.63,Phd,Aurora,N/A,0,0,0,1,Dental Hygienist,10/17,08/19,IT Consultant,04/15,08/16,Multimedia Artist,04/15,10/16,6.4,0
2488,2489,Miami University of Ohio - Hamilton,3.82,Phd,Austin,N/A,N/A,0,0,4,IT Consultant,10/21,07/22,Fashion Designer,06/21,01/22,High School Teacher,01/16,02/17,8.54,0
2489,2490,Milligan College,2.12,Phd,Moscow,M,0,0,0,3,AI Researcher,09/16,01/18,Telecommunications Specialist,06/16,09/17,Social Media Coordinator,12/15,08/17,8.35,1
2490,2491,University of Baltimore,3.39,Bachelors,Phoenix,F,1,0,N/A,3,Financial Analyst,11/20,06/21,Wind Turbine Technician,09/15,03/16,N/A,N/A,N/A,0.61,0
2491,2492,Fresno City College,2.37,Bachelors,Fort Wayne,F,N/A,0,1,4,Multimedia Artist,12/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,6.22,1
